iter	Logloss
119	0.3942888002
120	0.3940073275
121	0.3937460686
122	0.3935051319
123	0.3931248265
124	0.3927886214
125	0.3925245344
126	0.3921790603
127	0.3920348625
128	0.3917526049
129	0.3914575778
130	0.3912031176
131	0.3910983334
132	0.3907636571
133	0.3905296615
134	0.3903850127
135	0.3901329768
136	0.3897661882
137	0.3896231023
138	0.38944756
139	0.3891887816
140	0.3889295692
141	0.3886204053
142	0.3884245251
143	0.3882875388
144	0.3881925738
145	0.3879018566
146	0.3875544443
147	0.3873150169
148	0.3870601707
149	0.3867991045
150	0.386669979
151	0.3864852144
152	0.3862874316
153	0.3860397048
154	0.3858116377
155	0.3855290356
156	0.3853364032
157	0.3851394138
158	0.3849102858
159	0.3847012794
160	0.3843987588
161	0.384210823
162	0.3840144962
163	0.3839131115
164	0.3837059894
165	0.3834842476
166	0.3832522572
167	0.3830526569
168	0.3828624833
169	0.382626292
170	0.3823246033
171	0.3820757262
172	0.3818818753
173	0.3817030076
174	0.3814763412
175	0.3812694137
176	0.3811290084
177	0.3808883946
178	0.380777559
179	0.3806242991
180	0.3805050997
181	0.3803444902
182	0.38006997
183	0.3800024177
184	0.3798939503
185	0.3797807728
186	0.3796025478
187	0.3794085798
188	0.379242161
189	0.3789519244
190	0.3788073493
191	0.3787093374
192	0.3786063686
193	0.3783696235
194	0.3782516137
195	0.3780859737
196	0.3778921083
197	0.3776601457
198	0.3774366456
199	0.3773470063
200	0.3771708547
201	0.3769661808
202	0.3768509147
203	0.3766726179
204	0.3765093664
205	0.3763865285
206	0.3762167788
207	0.3760761583
208	0.3759512157
209	0.3757434183
210	0.3755066879
211	0.3753069759
212	0.3750511606
213	0.3748765346
214	0.3747084931
215	0.374541846
216	0.3743345459
217	0.3741571212
218	0.3740344398
219	0.3739238782
220	0.3737717724
221	0.3735822982
222	0.3733681441
223	0.3731852317
224	0.3729689001
225	0.3727747995
226	0.3726514549
227	0.3725515432
228	0.3724315932
229	0.3722157531
230	0.3721264465
231	0.3719962759
232	0.3718461033
233	0.3716430667
234	0.3714825985
235	0.3713198129
236	0.3711736748
237	0.3710334965
238	0.3708773215
239	0.3708201022
240	0.3706393972
241	0.3704373282
242	0.3703272344
243	0.3702025778
244	0.3700405337
245	0.3698011771
246	0.3696400425
247	0.3694952148
248	0.3694681016
249	0.3693377966
250	0.3692429276
251	0.3691358553
252	0.3690284195
253	0.3688334539
254	0.3687041638
255	0.3685848601
256	0.3683798715
257	0.368244779
258	0.368073848
259	0.3679459326
260	0.3678418016
261	0.3676995402
262	0.3676431675
263	0.367443627
264	0.3674262151
265	0.367223529
266	0.367060756
267	0.3669501098
268	0.3668479846
269	0.3667346169
270	0.3665505485
271	0.3664323036
272	0.3663373083
273	0.3662056053
274	0.3660243556
275	0.3658865637
276	0.365761889
277	0.3656350093
278	0.3655191443
279	0.365486499
280	0.3652840568
281	0.3651549512
282	0.3650707475
283	0.364929651
284	0.3648276724
285	0.3645898446
286	0.364359111
287	0.3642746478
288	0.3640479788
289	0.363940027
290	0.3638655736
291	0.3636872948
292	0.3635905327
293	0.3633923325
294	0.3632749896
295	0.3631607792
296	0.3631166031
297	0.3629656809
298	0.3628778405
299	0.3626429528
300	0.3624463544
301	0.3622299311
302	0.3621088976
303	0.3618743519
304	0.3618141927
305	0.3616216082
306	0.3615309829
307	0.361365376
308	0.3611932512
309	0.361089987
310	0.3609297594
311	0.3608345955
312	0.3607301585
313	0.3606423319
314	0.360487571
315	0.3603826618
316	0.3603235123
317	0.3601153365
318	0.3600726329
319	0.3600590465
320	0.3599165177
321	0.3598177649
322	0.3598084962
323	0.3595727227
324	0.3594840001
325	0.359267554
326	0.3590989991
327	0.3589054126
328	0.3588299778
329	0.3587587705
330	0.3585535031
331	0.358403615
332	0.3582184189
333	0.3581022734
334	0.3580144679
335	0.3579098465
336	0.3578216325
337	0.3576417542
338	0.3575161696
339	0.3573817623
340	0.3572287895
341	0.3571029618
342	0.3569547833
343	0.3568908183
344	0.3567928056
345	0.3565788053
346	0.3564449261
347	0.3562489946
348	0.3560773993
349	0.3558659884
350	0.3557973302
351	0.3556499834
352	0.3555542718
353	0.35543938
354	0.355242638
355	0.3551436439
356	0.3549793268
357	0.3548727027
358	0.3547604532
359	0.3546165284
360	0.3544796501
361	0.3543823933
362	0.3542551566
363	0.3540984527
364	0.3539532272
365	0.3538271338
366	0.3536966765
367	0.3536190685
368	0.3533841969
369	0.3531846553
370	0.3530652805
371	0.3529446096
372	0.3528563827
373	0.3527490725
374	0.3525962912
375	0.3524410722
376	0.3523098292
377	0.3521462355
378	0.3520460467
379	0.3518787356
380	0.3516230098
381	0.3514240847
382	0.3512974024
383	0.3511174338
384	0.3510201751
385	0.3508532021
386	0.3507285419
387	0.3505883048
388	0.3504589525
389	0.3503832563
390	0.3502071225
391	0.3501248732
392	0.350058716
393	0.34990475
394	0.3497419298
395	0.3495115343
396	0.3494609277
397	0.3493329214
398	0.3492439983
399	0.3490893784
400	0.3489914512
401	0.3488334393
402	0.3487731618
403	0.3486918016
404	0.3485744615
405	0.3484111503
406	0.3482841788
407	0.3481346765
408	0.3480258891
409	0.3479632976
410	0.3478364491
411	0.3477289527
412	0.3475379681
413	0.3474056692
414	0.3473227045
415	0.3472213259
416	0.3471042717
417	0.3469450572
418	0.3467561238
419	0.3466848169
420	0.3465515735
421	0.3464367084
422	0.346297056
423	0.3462487966
424	0.3461640888
425	0.3460432195
426	0.3459201602
427	0.3458657011
428	0.3457986825
429	0.3456096724
430	0.3455003369
431	0.3453475565
432	0.3450608253
433	0.3449452521
434	0.3447679251
435	0.3445280883
436	0.3444364169
437	0.3443593625
438	0.3442420105
439	0.3440030015
440	0.3438905057
441	0.3438084775
442	0.343599827
443	0.3434475762
444	0.3433066012
445	0.3431266825
446	0.3430442882
447	0.3429235949
448	0.3428401914
449	0.3427202554
450	0.342571255
451	0.342481288
452	0.34234295
453	0.3422139974
454	0.342124809
455	0.3420577547
456	0.3419113602
457	0.3417590138
458	0.341614895
459	0.3414954395
460	0.3413755971
461	0.3412547815
462	0.3411558434
463	0.3409683467
464	0.3408161909
465	0.3406933393
466	0.3405982028
467	0.3404250914
468	0.3403912455
469	0.3402945187
470	0.3401407803
471	0.3400723065
472	0.339894268
473	0.3397716154
474	0.3396566166
475	0.3395453956
476	0.3394242363
477	0.3393653712
478	0.3392686704
479	0.3391574423
480	0.3390238225
481	0.3389431027
482	0.3388476027
483	0.3387377793
484	0.338593661
485	0.3384755667
486	0.3383716454
487	0.3382648
488	0.3380953745
489	0.3380370618
490	0.3379200767
491	0.3377751296
492	0.3376590642
493	0.3375051853
494	0.3374367583
495	0.337348033
496	0.3372238552
497	0.3371191502
498	0.3370486917
499	0.3369597562
500	0.3367864059
501	0.3367130705
502	0.3366207711
503	0.3364958105
504	0.3364122456
505	0.3363023535
506	0.3361891184
507	0.3360750881
508	0.3359437812
509	0.3358146237
510	0.3356601253
511	0.3354569064
512	0.3353240036
513	0.3352116302
514	0.3351325148
515	0.3350542323
516	0.3349433788
517	0.3348513868
518	0.334657628
519	0.3345594422
520	0.3344685752
521	0.334280957
522	0.3341910779
523	0.3340987183
524	0.3340194691
525	0.3339505891
526	0.3338657749
527	0.3337397008
528	0.3336558593
529	0.3335659826
530	0.3334688068
531	0.3333953766
532	0.3333155119
533	0.3332188098
534	0.3331396517
535	0.3330676443
536	0.3328287182
537	0.3326711076
538	0.3325774891
539	0.3324539823
540	0.3323051087
541	0.3321960117
542	0.3321193348
543	0.3320609221
544	0.3319195804
545	0.3317657728
546	0.3315463125
547	0.3313938151
548	0.3313177496
549	0.3311393282
550	0.3309842834
551	0.3309127498
552	0.330728668
553	0.3306229135
554	0.3305419064
555	0.3303321008
556	0.3301363972
557	0.3300648487
558	0.329995223
559	0.3299243626
560	0.3297877009
561	0.3296379227
562	0.3294882207
563	0.3294054269
564	0.3293308995
565	0.3291727799
566	0.3290213579
567	0.3289409427
568	0.3288644179
569	0.3287629938
570	0.3286066791
571	0.328533417
572	0.3284382767
573	0.3283313181
574	0.3281304659
575	0.3280787649
576	0.3280096627
577	0.3279207883
578	0.32786272
579	0.3277872662
580	0.3276307839
581	0.3275697426
582	0.327418173
583	0.3272975088
584	0.3271709731
585	0.3270396843
586	0.3268976417
587	0.3267544027
588	0.3267084229
589	0.3266324573
590	0.3265294546
591	0.3264461088
592	0.3263252551
593	0.3261765395
594	0.3259976608
595	0.3259303498
596	0.3257590428
597	0.3256400228
598	0.3255279913
599	0.3253343247
600	0.325217877
601	0.3251057017
602	0.3250409616
603	0.3249378894
604	0.3248179257
605	0.3247453722
606	0.3246537333
607	0.3245370532
608	0.3243671118
609	0.3242895235
610	0.3241702101
611	0.3240699805
612	0.3239371589
613	0.3237955988
614	0.3236895025
615	0.3236020985
616	0.3234637348
617	0.3233579529
618	0.3232665726
619	0.3231611378
620	0.3230712057
621	0.3229180092
622	0.3227861979
623	0.3226793984
624	0.3225677893
625	0.322420904
626	0.3222063023
627	0.3220756923
628	0.3218937979
629	0.3217821068
630	0.3216679622
631	0.3215282159
632	0.3214598172
633	0.3213119825
634	0.3211335681
635	0.320975427
636	0.3208255644
637	0.3207100622
638	0.3206662873
639	0.3205585408
640	0.3204202755
641	0.3202608395
642	0.3202022147
643	0.3200459556
644	0.3200121392
645	0.3199086756
646	0.319799006
647	0.3197345525
648	0.3196921125
649	0.3196301687
650	0.3195734935
651	0.3194173965
652	0.3193268172
653	0.3191972453
654	0.3191597322
655	0.3190458849
656	0.3189253747
657	0.3187421453
658	0.3186166487
659	0.3185084505
660	0.3183936858
661	0.3182831928
662	0.3181525346
663	0.3180203967
664	0.3178446598
665	0.3177201831
666	0.3175946045
667	0.3174306823
668	0.3173102002
669	0.3172416678
670	0.3171853618
671	0.3170695889
672	0.3169881984
673	0.3169269966
674	0.316788059
675	0.3166570537
676	0.3165626042
677	0.3165265246
678	0.3164537554
679	0.3163395493
680	0.3161715745
681	0.3160266276
682	0.3159650417
683	0.3158502789
684	0.3156634149
685	0.3155448679
686	0.3154512629
687	0.3153319632
688	0.3151917553
689	0.3150555606
690	0.3149308028
691	0.3148915371
692	0.3147957202
693	0.3146347719
694	0.3144800835
695	0.3143414852
696	0.314270427
697	0.314177821
698	0.3140447944
699	0.3139556191
700	0.3139020603
701	0.313730139
702	0.3136922262
703	0.3136031895
704	0.3134709143
705	0.3134192766
706	0.3133024406
707	0.3132394456
708	0.3131349087
709	0.3130189614
710	0.312900675
711	0.312718586
712	0.3125980018
713	0.3125213749
714	0.3124578253
715	0.312314058
716	0.312277687
717	0.312151787
718	0.3120390305
719	0.3119118366
720	0.3118356825
721	0.3117304786
722	0.3115900117
723	0.3115189141
724	0.3114143489
725	0.3113185751
726	0.3111714219
727	0.3110338707
728	0.3108776767
729	0.3107797359
730	0.310652196
731	0.3104884832
732	0.3103486852
733	0.3102449452
734	0.3101099158
735	0.3099779811
736	0.309901005
737	0.309793992
738	0.3096595433
739	0.3095345772
740	0.3094165161
741	0.3093781932
742	0.309305177
743	0.3092519246
744	0.309042547
745	0.3089194191
746	0.3087928125
747	0.3086941208
748	0.3086351217
749	0.3085363868
750	0.308398665
751	0.3083008172
752	0.3082000968
753	0.3080860812
754	0.3079813289
755	0.3078961821
756	0.3077985156
757	0.3077185398
758	0.3076454388
759	0.3075451438
760	0.3074420994
761	0.3073173541
762	0.3071765683
763	0.307130133
764	0.3070341331
765	0.3069203516
766	0.3068276693
767	0.3067579223
768	0.3066766902
769	0.3065953273
770	0.306513598
771	0.3064062845
772	0.3063551803
773	0.3062212671
774	0.3061209891
775	0.3060254865
776	0.3059686793
777	0.3058718763
778	0.3057937877
779	0.3056907121
780	0.3056266856
781	0.3055119726
782	0.3053939015
783	0.3053039823
784	0.3051997436
785	0.30506016
786	0.3049373679
787	0.3048243561
788	0.3047165834
789	0.3046083232
790	0.3045267824
791	0.3044818695
792	0.3044046687
793	0.30430103
794	0.3042056981
795	0.3041510436
796	0.3040341991
797	0.3039673495
798	0.3038918799
799	0.3037905217
800	0.3036924722
801	0.303588271
802	0.3034691907
803	0.3033746672
804	0.303295943
805	0.3032294364
806	0.3030940371
807	0.3029658184
808	0.3028748258
809	0.3027026561
810	0.3026107589
811	0.3024859381
812	0.3024080582
813	0.3023399716
814	0.30228459
815	0.3021988037
816	0.3021503161
817	0.3020860172
818	0.3020106241
819	0.3019115568
820	0.3018207749
821	0.3017507835
822	0.3016506059
823	0.3015865171
824	0.3014520465
825	0.3013968061
826	0.3012831005
827	0.3012075835
828	0.3011075786
829	0.3010109658
830	0.3008690059
831	0.3007251153
832	0.3006381593
833	0.3005496379
834	0.300521297
835	0.3004189291
836	0.3002946515
837	0.3001652616
838	0.3001123646
839	0.2999871439
840	0.2998398254
841	0.2997529472
842	0.299647301
843	0.2995956107
844	0.2995010468
845	0.299352836
846	0.2992466928
847	0.2991622503
848	0.299060924
849	0.2990193092
850	0.2989127658
851	0.2988171063
852	0.2987391308
853	0.2986775865
854	0.2985868272
855	0.2985028689
856	0.298425998
857	0.2983421212
858	0.2983054935
859	0.2981994087
860	0.2980718515
861	0.2979935923
862	0.2979903702
863	0.2979129737
864	0.2978348783
865	0.2977894455
866	0.2977244355
867	0.2976029817
868	0.2975370883
869	0.2973901106
870	0.2973100151
871	0.29717346
872	0.2970578689
873	0.2969424069
874	0.2968125594
875	0.2967698466
876	0.2966776497
877	0.296580165
878	0.2964525669
879	0.2963437952
880	0.2962620501
881	0.2962194243
882	0.2960806724
883	0.2959866217
884	0.2958895454
885	0.2958005252
886	0.2956880874
887	0.2956240133
888	0.295532824
889	0.2954126952
890	0.2953233118
891	0.2952723376
892	0.2952234523
893	0.2951046061
894	0.294989556
895	0.294924387
896	0.2948683241
897	0.2947958946
898	0.2947070217
899	0.2945657168
900	0.2944630021
901	0.2943848411
902	0.2942555017
903	0.2941751096
904	0.2941171237
905	0.2940042352
906	0.2939207412
907	0.2937578772
908	0.2936774604
909	0.2936500566
910	0.2935907123
911	0.2935035684
912	0.2933838567
913	0.2932568263
914	0.2931745017
915	0.2930736627
916	0.2929717659
917	0.29292258
918	0.2928164632
919	0.2927495726
920	0.2926407466
921	0.2925770046
922	0.2924895553
923	0.2924401149
924	0.2923516428
925	0.2923252265
926	0.2922591211
927	0.2921613229
928	0.2921189038
929	0.2920109545
930	0.2919008124
931	0.2918589975
932	0.2917530574
933	0.29167424
934	0.2915559598
935	0.291495354
936	0.2913667014
937	0.2912283961
938	0.2911160583
939	0.291076328
940	0.2909576519
941	0.2909181712
942	0.2908617903
943	0.2906841586
944	0.2905999064
945	0.2905054674
946	0.2903935674
947	0.2903058194
948	0.2902301442
949	0.2901148953
950	0.2900282743
951	0.2898916636
952	0.2898087082
953	0.2897358261
954	0.2896475104
955	0.2895752961
956	0.2895476758
957	0.2894586597
958	0.2893774371
959	0.2892752024
960	0.2891990313
961	0.2891352278
962	0.2890559696
963	0.2889765454
964	0.2887505129
965	0.2886437441
966	0.2885981657
967	0.2885540679
968	0.2885271106
969	0.2884441899
970	0.2883688642
971	0.2882774883
972	0.2882391797
973	0.2881740875
974	0.2880894172
975	0.2879905568
976	0.2879084141
977	0.2878515398
978	0.2877752879
979	0.2876579021
980	0.2875412362
981	0.2874606626
982	0.2873486587
983	0.2872789183
984	0.2871670525
985	0.2871187747
986	0.2870509045
987	0.2869975547
988	0.2869145237
989	0.2868474777
990	0.2868028073
991	0.2867236889
992	0.286636087
993	0.2865167987
994	0.2864327654
995	0.2863700753
996	0.2862938523
997	0.286214525
998	0.2861165031
999	0.2860442547
